standardised_income_difficulties_cant_afford_night_out__synthetic_estimates, median_equivalised_household_income_synthetic_estimates, standardised_income_difficulties_access_money_synthetic_estimates, standardised_gini_coefficient_synthetic_estimates, standardised_leaving_low_income_from_benefit__synthetic_estimates, income_difficulties_cant_afford_night_out__synthetic_estimates, gini_coefficient_synthetic_estimates, median_disposable_household_income_synthetic_estimates, poverty_rate_synthetic_estimates, standardised_poverty_rate_synthetic_estimates, sa2_main11, standardised_median_disposable_household_income_synthetic_estimates, income_difficulties_access_money_synthetic_estimates, standardised_median_equivalised_household_income_synthetic_estimates, sa2_name11, leaving_low_income_from_benefit__synthetic_estimates
1.296433038,544.0,1.420866313,1.173649039,1.037479341,23.6,0.33,835.4,12.1,1.256020029,502011028,0.780180752,18.6,0.860635619,"Mandurah - South",22.83
1.153605669,717.2,1.161138062,1.102518795,1.019301867,21.0,0.31,1294.2,8.1,0.840806796,502011027,1.208654451,15.2,1.134646812,"Mandurah - North",22.43
1.065711904,625.2,0.916687944,1.138083917,1.022482925,19.4,0.32,1011.4,10.1,1.048413413,502011026,0.944547297,12.0,0.989098141,"Mandurah - East",22.5
1.406300244,507.8,1.833375888,1.173649039,1.123367907,25.6,0.33,711.2,15.7,1.629711939,502011025,0.664190269,24.0,0.803365381,"Mandurah",24.72
1.219525993,613.0,1.252806857,1.138083917,1.017484119,22.2,0.32,1017.0,11.1,1.152216721,502011022,0.949777142,16.4,0.969797122,"Falcon - Wannanup",22.39
1.186565831,637.0,1.14585993,1.102518795,1.016120809,21.6,0.31,1129.0,10.8,1.121075729,502011021,1.054374035,15.0,1.00776634,"Dawesville - Bouvard",22.36
1.241499434,534.2,1.130581797,1.138083917,1.082923027,22.6,0.32,810.2,16.8,1.743895578,501031020,0.756646451,14.8,0.845131521,"Pemberton",23.83
1.285446317,584.8,1.481978842,0.995823427,1.066108863,23.4,0.28,904.4,12.8,1.328682345,501031019,0.844619909,19.4,0.92518329,"Manjimup",23.46
0.824004049,801.8,1.008356738,1.209214162,1.207893162,15.0,0.34,1353.4,7.5,0.778524812,801051055,1.26394138,13.2,1.268488307,"Downer",26.58
1.153605669,601.0,1.054191135,1.102518795,1.042478146,21.0,0.31,985.2,12.6,1.307921683,501031018,0.920079096,13.8,0.950812512,"Donnybrook - Balingup",22.94
1.186565831,567.6,1.130581797,1.102518795,1.059746747,21.6,0.31,866.0,14.8,1.536288961,501031017,0.808758117,14.8,0.897972017,"Bridgetown - Boyup Brook",23.32
1.219525993,627.4,1.268084989,1.102518795,1.069744358,22.2,0.31,1052.8,11.4,1.183357714,501021016,0.983210792,16.6,0.992578653,"Waroona",23.54
1.197552552,665.0,1.268084989,1.066953672,1.068835484,21.8,0.3,1089.2,10.0,1.038033082,501021015,1.017204782,16.6,1.052063762,"Koombana",23.52
1.186565831,618.6,1.298641254,1.102518795,1.107462617,21.6,0.31,1059.6,11.7,1.214498706,501021014,0.989561317,17.0,0.978656606,"Harvey",24.37
1.076698624,767.6,1.14585993,0.995823427,1.009758693,19.6,0.28,1557.0,6.2,0.643580511,501021013,1.454083589,15.0,1.214382171,"Gelorup - Dalyellup - Stratham",22.22
1.076698624,741.4,1.069469268,0.995823427,1.000669956,19.6,0.28,1368.4,6.5,0.674721503,501021012,1.277949893,14.0,1.17293244,"Eaton - Pelican Point",22.02
null,null,null,null,null,null,null,null,null,null,501021011,null,null,null,"Davenport",null
1.054725183,666.8,1.038913003,1.138083917,0.993853403,19.2,0.32,1164.4,8.4,0.871947789,502011024,1.087434124,13.6,1.054911453,"Halls Head - Erskine",21.87
1.34037992,529.4,1.40558818,1.066953672,0.998852208,24.4,0.3,844.2,12.9,1.339062676,502011023,0.788399079,18.4,0.837537677,"Greenfields",21.98
0.955844697,734.4,0.916687944,1.03138855,1.109734801,17.4,0.29,1288.2,8.5,0.88232812,501021010,1.203051046,12.0,1.161858085,"Dardanup",24.42
1.109658786,690.6,1.206972459,1.066953672,1.102463811,20.2,0.3,1198.6,9.9,1.027652751,501021009,1.119373532,15.8,1.092564261,"Collie",24.26
1.384326803,606.4,1.741707093,1.066953672,1.11427917,25.2,0.3,942.2,12.1,1.256020029,501021008,0.87992136,22.8,0.959355587,"College Grove - Carey Park",24.52
1.351366641,492.4,1.298641254,1.066953672,1.078833095,24.6,0.3,736.2,17.3,1.795797232,407031170,0.687537789,17.0,0.779001799,"Waikerie",23.74
1.285446317,506.6,1.237528724,1.066953672,1.018392993,23.4,0.3,762.8,18.3,1.89960054,407031169,0.712379551,16.2,0.80146692,"The Coorong",22.41
1.263472876,582.2,1.115303665,1.066953672,1.014757498,23.0,0.3,955.4,14.5,1.505147969,407031168,0.892248851,14.6,0.921069958,"Renmark Region",22.33
1.571101054,481.0,1.84865402,1.066953672,1.073834289,28.6,0.3,703.2,16.0,1.660852931,407031167,0.656719062,24.2,0.76096642,"Renmark",23.63
1.230512714,566.0,1.0847474,0.960258305,1.083377463,22.4,0.27,942.2,14.6,1.5155283,407031166,0.87992136,14.2,0.895440735,"Murray Bridge Region",23.84
1.516167451,512.8,1.756985226,0.995823427,1.064745552,27.6,0.28,795.2,15.1,1.567429954,407031165,0.742637938,23.0,0.811275635,"Murray Bridge",23.43
1.307419758,539.8,1.344475651,1.102518795,1.077924221,23.8,0.31,828.4,14.3,1.484387307,407031162,0.773643446,17.6,0.853991005,"Loxton",23.72
1.142618948,529.4,1.008356738,1.173649039,1.118369101,20.8,0.33,773.2,18.5,1.920361202,407031161,0.72209212,13.2,0.837537677,"Karoonda - Lameroo",24.61
1.516167451,496.8,1.925044682,1.066953672,1.082923027,27.6,0.3,736.2,17.5,1.816557894,407031160,0.687537789,25.2,0.785962822,"Berri",23.83
1.362353362,518.8,1.375031916,1.066953672,1.049294699,24.8,0.3,821.0,15.4,1.598570946,407031159,0.76673258,18.0,0.820767939,"Barmera",23.09
1.131632228,589.2,0.993078606,1.066953672,1.086104085,20.6,0.3,941.6,14.1,1.463626646,407021158,0.879361019,13.0,0.932144313,"Wattle Range",23.9
1.230512714,584.8,1.130581797,1.066953672,1.041114836,22.4,0.3,910.2,14.4,1.494767638,407021157,0.850036533,14.8,0.92518329,"Tatiara",22.91
1.219525993,577.4,1.191694327,1.173649039,1.105644869,22.2,0.33,867.2,16.2,1.681613593,407021156,0.809878798,15.6,0.913476114,"Penola",24.33
0.725123563,887.6,1.0847474,1.244779284,1.30059828,13.2,0.35,1418.0,10.5,1.089934736,801051054,1.324271374,14.2,1.404228263,"Dickson",28.62
0.845977491,647.2,0.718072223,1.138083917,1.047476952,15.4,0.32,1103.0,13.0,1.349443007,407021155,1.030092613,9.4,1.023903258,"Naracoorte Region",23.05
1.230512714,605.8,1.283363121,1.03138855,1.045659204,22.4,0.29,940.4,10.8,1.121075729,407021154,0.878240338,16.8,0.958406356,"Naracoorte",23.01
1.373340082,581.4,1.619482034,1.03138855,1.077015347,25.0,0.29,896.2,12.7,1.318302014,407021153,0.836961922,21.2,0.919804317,"Mount Gambier",23.7
1.351366641,517.6,1.481978842,1.03138855,1.096101695,24.6,0.29,769.8,15.4,1.598570946,407021152,0.718916857,19.4,0.818869478,"Millicent",24.12
1.263472876,529.4,1.14585993,1.102518795,1.022482925,23.0,0.31,770.8,16.0,1.660852931,407011149,0.719850758,15.0,0.837537677,"Yankalilla",22.5
1.263472876,499.8,1.130581797,1.066953672,0.984764666,23.0,0.3,734.6,12.7,1.318302014,407011148,0.686043548,14.8,0.790708975,"Victor Harbor",21.67
0.428482106,1241.0,0.565290899,1.102518795,1.598708857,7.8,0.31,1557.2,8.7,0.903088781,801051053,1.454270369,7.4,1.963325005,"Civic",35.18
1.142618948,624.4,0.931966076,1.066953672,1.036570467,20.8,0.3,1061.0,12.3,1.276780691,407011147,0.990868778,12.2,0.9878325,"Strathalbyn Region",22.81
1.241499434,592.4,1.191694327,1.066953672,1.002033266,22.6,0.3,960.6,11.1,1.152216721,407011146,0.897105135,15.6,0.937206876,"Strathalbyn",22.05
1.208539272,548.6,1.222250592,1.138083917,1.122459033,22.0,0.32,797.6,17.5,1.816557894,407011145,0.7448793,16.0,0.867913052,"Kangaroo Island",24.7
1.3293932,497.4,1.268084989,1.03138855,0.964769444,24.2,0.29,728.4,14.4,1.494767638,407011144,0.680253363,16.6,0.786912053,"Goolwa - Port Elliot",21.23
1.054725183,1056.4,1.130581797,0.960258305,1.471466538,19.2,0.27,1710.6,3.1,0.321790255,406021143,1.597530756,14.8,1.671278433,"Roxby Downs",32.38
1.3293932,587.0,1.711150828,1.03138855,1.128821149,24.2,0.29,929.4,12.5,1.297541353,406021142,0.867967429,22.4,0.928663802,"Port Augusta",24.84
null,null,null,null,null,null,null,null,null,null,406021141,null,null,null,"Outback",null
1.131632228,564.0,1.130581797,1.138083917,1.111098112,20.6,0.32,844.4,14.7,1.525908631,406021140,0.788585859,14.8,0.892276634,"Flinders Ranges",24.45
1.241499434,507.8,1.40558818,1.138083917,1.217436336,22.6,0.32,726.2,18.9,1.961882525,406021139,0.678198781,18.4,0.803365381,"Coober Pedy",26.79
null,null,null,null,null,null,null,null,null,null,406021138,null,null,null,"APY Lands",null
null,null,null,null,null,null,null,null,null,null,406011137,null,null,null,"Whyalla - North",null
1.362353362,573.6,1.833375888,1.102518795,1.197441114,24.8,0.31,867.6,15.4,1.598570946,406011136,0.810252358,24.0,0.907464321,"Whyalla",26.35
null,null,null,null,null,null,null,null,null,null,406011135,null,null,null,"Western",null
1.230512714,496.8,1.14585993,1.102518795,1.057928999,22.4,0.31,734.4,16.8,1.743895578,405041127,0.685856768,15.0,0.785962822,"Yorke Peninsula - North",23.28
1.461233847,475.4,1.604203902,1.03138855,0.986582413,26.6,0.29,699.8,15.9,1.6504726,405041126,0.653543799,21.0,0.752106936,"Wallaroo",21.71
1.483207289,488.2,1.772263358,1.03138855,1.09837388,27.0,0.29,736.2,16.1,1.671233262,405031122,0.687537789,23.2,0.772357186,"Port Pirie",24.17
1.142618948,494.6,1.069469268,1.102518795,1.087012958,20.8,0.31,717.6,18.5,1.920361202,405031121,0.670167234,14.0,0.782482311,"Peterborough - Mount Remarkable",23.92
1.153605669,546.6,1.069469268,1.138083917,1.070653231,21.0,0.32,809.8,16.1,1.671233262,405031120,0.75627289,14.0,0.864748951,"Jamestown",23.56
1.285446317,525.8,1.176416195,1.102518795,1.055202378,23.4,0.31,777.6,16.0,1.660852931,405021119,0.726201284,15.4,0.831842295,"Wakefield - Barunga West",23.22
1.274459596,498.2,1.161138062,1.102518795,1.055202378,23.2,0.31,745.4,17.8,1.847698886,405021118,0.696129677,15.2,0.788177693,"Goyder",23.22
1.17557911,580.8,1.023634871,1.102518795,1.060655621,21.4,0.31,897.4,14.5,1.505147969,405021117,0.838082603,13.4,0.918855087,"Gilbert Valley",23.34
1.17557911,620.4,1.329197519,1.03138855,1.061110057,21.4,0.29,966.0,11.8,1.224879037,405021116,0.9021482,17.4,0.981504297,"Clare",23.35
1.021765021,683.4,0.962522341,1.03138855,0.98703685,18.6,0.29,1064.2,7.4,0.768144481,405011115,0.993857261,12.6,1.081173496,"Tanunda",21.72
1.296433038,582.2,1.130581797,1.03138855,1.032934972,23.6,0.29,955.4,14.0,1.453246315,405011113,0.892248851,14.8,0.921069958,"Mallala",22.73
1.120645507,681.0,0.916687944,0.995823427,0.957044018,20.4,0.28,1216.4,8.6,0.892708451,405011112,1.135996967,12.0,1.077376574,"Lyndoch",21.06
1.197552552,618.6,1.054191135,1.03138855,1.014303061,21.8,0.29,1020.6,12.0,1.245639698,405011111,0.953139185,13.8,0.978656606,"Light",22.32
1.098672066,645.8,1.023634871,1.066953672,1.049294699,20.0,0.3,1041.0,11.4,1.183357714,405011110,0.972190762,13.4,1.021688387,"Barossa - Angaston",23.09
0.856964211,730.6,0.870853547,1.102518795,1.015211935,15.6,0.31,1125.0,7.5,0.778524812,404031109,1.050638431,11.4,1.155846292,"West Beach",22.34
1.186565831,620.6,1.40558818,1.102518795,1.161540603,21.6,0.31,973.4,10.9,1.131456059,404031108,0.909059066,18.4,0.981820707,"Richmond (SA)",25.56
1.186565831,560.4,1.100025533,1.066953672,1.017938556,21.6,0.3,896.2,13.1,1.359823337,405031123,0.836961922,14.4,0.886581251,"Port Pirie Region",22.4
1.098672066,622.6,1.176416195,1.102518795,1.107462617,20.0,0.31,994.2,10.3,1.069174074,404031106,0.928484203,15.4,0.984984809,"Lockleys",24.37
1.120645507,620.6,1.222250592,1.138083917,1.109734801,20.4,0.32,929.6,11.2,1.162597052,404031107,0.86815421,16.0,0.981820707,"Plympton",24.42
1.0107783,624.4,0.993078606,1.102518795,1.091557327,18.4,0.31,985.2,8.5,0.88232812,404031105,0.920079096,13.0,0.9878325,"Fulham",24.02
1.384326803,548.8,1.634760166,1.03138855,1.140636507,25.2,0.29,801.2,13.9,1.442865984,404021101,0.748241343,21.4,0.868229462,"Port Adelaide",25.1
1.208539272,620.6,1.313919386,1.102518795,1.112915859,22.0,0.31,1021.6,11.0,1.14183639,404021100,0.954073086,17.2,0.981820707,"North Haven",24.49
null,null,null,null,null,null,null,null,null,null,404031104,null,null,null,"Adelaide Airport",null
1.087685345,670.0,1.222250592,1.102518795,1.112461422,19.8,0.31,1038.2,10.0,1.038033082,404021099,0.969575839,16.0,1.059974015,"Largs Bay - Semaphore",24.48
null,null,null,null,null,null,null,null,null,null,404021103,null,null,null,"Torrens Island",null
1.538140892,468.4,1.863932152,1.138083917,1.187443503,28.0,0.32,770.0,19.6,2.034544841,404021102,0.719103637,24.4,0.74103258,"The Parks",26.13
null,null,null,null,null,null,null,null,null,null,404021098,null,null,null,"Dry Creek - South",null
1.3293932,549.6,1.436144445,1.102518795,1.128821149,24.2,0.31,900.6,14.7,1.525908631,404011097,0.841071086,18.8,0.869495103,"Woodville - Cheltenham",24.84
0.988804859,645.8,1.069469268,1.138083917,1.077015347,18.0,0.32,1019.4,8.9,0.923849443,404011096,0.952018504,14.0,1.021688387,"West Lakes",23.7
1.307419758,547.4,1.558369504,1.066953672,1.162449476,23.8,0.3,843.2,14.4,1.494767638,404011094,0.787465178,20.4,0.866014591,"Royal Park - Hendon - Albert Park",25.58
1.230512714,618.6,1.481978842,1.102518795,1.194714493,22.4,0.31,1007.2,12.4,1.287161022,404011093,0.940624914,19.4,0.978656606,"Hindmarsh - Brompton",26.29
0.538349312,1048.0,0.427787707,1.173649039,1.076106474,9.8,0.33,1780.2,2.5,0.259508271,801011001,1.662530254,5.6,1.657989206,"Aranda",23.68
0.922884535,673.0,0.977800473,1.138083917,1.098828316,16.8,0.32,1120.4,9.1,0.944610105,404011092,1.046342488,12.8,1.064720168,"Henley Beach",24.18
1.17557911,567.8,1.222250592,1.138083917,1.181081387,21.4,0.32,902.4,13.3,1.380583999,404011091,0.842752107,16.0,0.898288427,"Flinders Park",25.99
1.219525993,622.6,1.283363121,0.995823427,1.109734801,22.2,0.28,1018.6,10.5,1.089934736,404011090,0.951271383,16.8,0.984984809,"Beverley",24.42
1.17557911,684.2,0.977800473,0.924693183,0.986582413,21.4,0.26,1225.8,7.3,0.75776415,403041089,1.144775635,12.8,1.082439136,"Woodcroft",21.71
1.032751742,658.2,0.855575414,1.03138855,0.992035655,18.8,0.29,1132.4,9.6,0.996511759,403041088,1.057549297,11.2,1.041305816,"Willunga",21.83
1.50518073,533.0,1.711150828,0.960258305,1.053839068,27.4,0.27,828.4,14.6,1.5155283,403041085,0.773643446,22.4,0.84323306,"Morphett Vale - West",23.19
1.395313523,588.6,1.497256975,0.960258305,1.021119614,25.4,0.27,928.2,11.9,1.235259368,403041084,0.866846748,19.6,0.931195083,"Morphett Vale - East",22.47
1.043738462,647.8,0.840297282,1.03138855,1.02021074,19.0,0.29,1084.4,9.1,0.944610105,403041083,1.012722058,11.0,1.024852488,"McLaren Vale",22.45
null,null,null,null,null,null,null,null,null,null,403041082,null,null,null,"Lonsdale",null
1.263472876,620.2,1.161138062,0.960258305,0.979311423,23.0,0.27,990.8,10.4,1.079554405,403041086,0.92530894,15.2,0.981187887,"Reynella",21.55
null,null,null,null,null,null,null,null,null,null,403041081,null,null,null,"Happy Valley Reservoir",null
1.032751742,711.0,0.809741017,0.995823427,0.98703685,18.8,0.28,1196.2,7.2,0.747383819,403041080,1.11713217,10.6,1.124838097,"Happy Valley",21.72
1.307419758,620.6,1.14585993,0.960258305,0.964315007,23.8,0.27,1042.2,10.5,1.089934736,403041078,0.973311443,15.0,0.981820707,"Hackham - Onkaparinga Hills",21.22
0.933871256,757.2,0.748628487,1.066953672,0.981583608,17.0,0.3,1420.2,6.2,0.643580511,403041077,1.326325956,9.8,1.197928843,"Flagstaff Hill",21.6
null,null,null,null,null,null,null,null,null,null,702051068,null,null,null,"Victoria River",null
1.768862026,478.8,2.1694948,1.03138855,1.153360739,32.2,0.29,762.0,20.2,2.096826826,403041079,0.711632431,28.4,0.757485908,"Hackham West - Huntfield Heights",25.38
0.83499077,743.2,0.672237825,1.066953672,1.114733606,15.2,0.3,1392.6,7.5,0.778524812,403041075,1.300550293,8.8,1.175780132,"Clarendon",24.53
1.417286965,549.0,1.573647637,0.995823427,1.022482925,25.8,0.28,829.0,12.4,1.287161022,403041074,0.774203786,20.6,0.868545872,"Christies Beach",22.5
1.230512714,735.2,1.619482034,1.102518795,1.214255278,22.4,0.31,1328.0,10.9,1.131456059,702051067,1.240220299,21.2,1.163123726,"Katherine",26.72
null,null,null,null,null,null,null,null,null,null,702051066,null,null,null,"Gulf",null
null,null,null,null,null,null,null,null,null,null,702051065,null,null,null,"Elsey",null
0.802030608,825.4,0.565290899,0.960258305,0.97976586,14.6,0.27,1557.0,4.6,0.477495218,403041076,1.454083589,7.4,1.305824705,"Coromandel Valley",21.56
1.702941702,478.0,2.23060733,1.066953672,1.189261251,31.0,0.3,747.0,18.2,1.889220209,403041073,0.697623918,29.2,0.756220268,"Christie Downs",26.17
null,null,null,null,null,null,null,null,null,null,702041064,null,null,null,"Nhulunbuy",null
1.450247127,585.4,1.451422578,1.03138855,0.988400161,26.4,0.29,973.4,12.8,1.328682345,403041072,0.909059066,19.0,0.92613252,"Aldinga",21.75
1.16459239,594.8,1.375031916,1.102518795,1.089739579,21.2,0.31,927.2,11.5,1.193738044,404011095,0.865912848,18.0,0.941003798,"Seaton - Grange",23.98
1.098672066,726.0,0.916687944,1.03138855,0.98703685,20.0,0.29,1268.6,7.4,0.768144481,403041071,1.18474659,12.0,1.148568859,"Aberfoyle Park",21.72
null,null,null,null,null,null,null,null,null,null,702011054,null,null,null,"Yuendumu - Anmatjere",null
1.065711904,618.6,0.993078606,1.102518795,1.045659204,19.4,0.31,987.4,9.4,0.975751097,403031070,0.922133677,13.0,0.978656606,"Panorama",23.01
0.791043887,779.4,0.70279409,1.209214162,1.122459033,14.4,0.34,1317.6,6.5,0.674721503,403031069,1.230507731,9.2,1.23305037,"Mitcham (SA)",24.7
0.933871256,730.6,0.901409811,1.066953672,1.074743163,17.0,0.3,1249.8,6.9,0.716242827,403031068,1.167189255,11.8,1.155846292,"Colonel Light Gardens",23.65
0.813017329,773.4,0.626403428,1.066953672,0.983855792,14.8,0.3,1359.2,5.7,0.591678857,403031067,1.269358005,8.2,1.223558065,"Blackwood",21.65
0.922884535,690.2,0.748628487,1.102518795,1.017029682,16.8,0.31,1196.6,8.1,0.840806796,403031066,1.117505731,9.8,1.091931441,"Bellevue Heights",22.38
0.725123563,809.8,0.519456501,1.138083917,1.056111252,13.2,0.32,1478.6,5.5,0.570918195,403031065,1.380865764,6.8,1.281144713,"Belair",23.24
1.197552552,584.8,1.420866313,1.102518795,1.126548965,21.8,0.31,874.0,12.8,1.328682345,403021064,0.816229324,18.6,0.92518329,"Warradale",24.79
1.087685345,741.4,0.947244209,0.924693183,1.006577635,19.8,0.26,1321.8,6.2,0.643580511,403021063,1.234430114,12.4,1.17293244,"Sheidow Park - Trott Park",22.15
1.021765021,741.0,0.825019149,1.03138855,0.97113156,18.6,0.29,1307.2,7.0,0.726623157,403021059,1.220795162,10.8,1.17229962,"Hallett Cove",21.37
1.17557911,608.6,1.46670071,1.138083917,1.205620977,21.4,0.32,900.6,13.6,1.411724992,403021058,0.841071086,19.2,0.962836098,"Edwardstown",26.53
0.856964211,725.0,0.977800473,1.209214162,1.13881876,15.6,0.34,1063.4,8.6,0.892708451,403011057,0.99311014,12.8,1.146986808,"Glenelg (SA)",25.06
0.922884535,721.8,0.794462885,1.066953672,1.004759887,16.8,0.3,1216.4,6.9,0.716242827,403021060,1.135996967,10.4,1.141924245,"Marino - Seaview Downs",22.11
0.889924373,708.6,0.855575414,1.138083917,1.065199989,16.2,0.32,1094.8,7.1,0.737003488,403011056,1.022434626,11.2,1.121041175,"Brighton (SA)",23.44
1.076698624,647.2,0.947244209,1.03138855,0.987945724,19.6,0.29,1061.2,8.2,0.851187127,402051055,0.991055558,12.4,1.023903258,"St Agnes - Ridgehaven",21.74
1.054725183,724.6,0.870853547,0.995823427,0.962951697,19.2,0.28,1240.6,7.0,0.726623157,402051054,1.158597367,11.4,1.146353988,"Redwood Park",21.19
1.252486155,593.8,1.222250592,0.995823427,1.032026099,22.8,0.28,900.6,10.6,1.100315067,402051052,0.841071086,16.0,0.939421747,"Hope Valley - Modbury",22.71
1.109658786,605.8,1.329197519,1.138083917,1.153815176,20.2,0.32,910.6,11.8,1.224879037,403021062,0.850410094,17.4,0.958406356,"Morphettville",25.39
0.878937653,741.4,0.733350355,0.995823427,0.972040434,16.0,0.28,1295.4,6.6,0.685101834,402051051,1.209775132,9.6,1.17293244,"Highbury - Dernancourt",21.39
1.197552552,741.4,1.252806857,0.995823427,1.070653231,21.8,0.28,1354.2,7.8,0.809665804,402051050,1.264688501,16.4,1.17293244,"Greenwith",23.56
1.076698624,704.0,1.038913003,0.995823427,1.037024904,19.6,0.28,1211.4,8.0,0.830426466,402051053,1.131327463,13.6,1.113763742,"Modbury Heights",22.82
1.065711904,734.2,1.0847474,1.066953672,1.0665633,19.4,0.3,1277.2,7.3,0.75776415,402051049,1.192778137,14.2,1.161541675,"Golden Grove",23.47
1.680968261,532.4,1.833375888,0.995823427,1.086558521,30.6,0.28,907.4,16.3,1.691993924,402041048,0.847421611,24.0,0.84228383,"Salisbury North",23.91
1.307419758,618.6,1.298641254,0.995823427,1.01884743,23.8,0.28,1009.2,10.7,1.110695398,402041047,0.942492715,17.0,0.978656606,"Salisbury East",22.42
1.626034657,492.8,1.863932152,0.995823427,1.0838319,29.6,0.28,762.8,16.3,1.691993924,402041046,0.712379551,24.4,0.779634619,"Salisbury",23.85
1.593074495,601.4,1.481978842,0.960258305,1.033843846,29.0,0.27,1048.8,13.2,1.370203668,402041044,0.979475188,19.4,0.951445333,"Paralowie",22.75
null,null,null,null,null,null,null,null,null,null,402041042,null,null,null,"Parafield",null
1.263472876,625.0,1.237528724,0.995823427,1.053839068,23.0,0.28,1048.8,10.8,1.121075729,402041041,0.979475188,16.2,0.988781731,"Para Hills",23.19
1.362353362,601.4,1.313919386,0.995823427,1.01021313,24.8,0.28,962.0,11.4,1.183357714,402041040,0.898412596,17.2,0.951445333,"Ingle Farm",22.23
1.142618948,722.8,1.130581797,1.066953672,1.077924221,20.8,0.3,1216.6,9.2,0.954990435,402041045,1.136183747,14.8,1.143506296,"Pooraka",23.72
null,null,null,null,null,null,null,null,null,null,402041039,null,null,null,"Dry Creek - North",null
1.241499434,603.0,1.40558818,1.138083917,1.11564248,22.6,0.32,938.0,11.9,1.235259368,402031038,0.875998977,18.4,0.953976614,"Windsor Gardens",24.55
1.241499434,628.0,1.298641254,1.066953672,1.086104085,22.6,0.3,1048.8,10.6,1.100315067,402031037,0.979475188,17.0,0.993527883,"Northgate - Oakden - Gilles Plains",23.9
1.406300244,504.4,1.680594564,1.138083917,1.162903913,25.6,0.32,791.6,17.7,1.837318555,402031036,0.739275895,22.0,0.797986408,"Enfield - Blair Athol",25.59
0.813017329,757.0,0.580569031,1.066953672,1.092011764,14.8,0.3,1520.0,6.5,0.674721503,402021033,1.419529258,7.6,1.197612432,"One Tree Hill",24.03
1.439260406,667.2,1.497256975,0.960258305,0.892968421,26.2,0.27,1213.6,9.1,0.944610105,402021032,1.133382045,19.6,1.055544273,"Munno Para West - Angle Vale",19.65
1.351366641,499.2,0.993078606,1.03138855,1.017029682,24.6,0.29,829.6,14.7,1.525908631,402021035,0.774764127,13.0,0.789759744,"Virginia - Waterloo Corner",22.38
1.911689394,429.8,2.352832389,0.960258305,1.110189238,34.8,0.27,694.6,22.1,2.294053111,402021034,0.648687515,30.8,0.679965421,"Smithfield - Elizabeth North",24.43
1.582087775,516.4,1.818097755,1.03138855,1.109280364,28.8,0.29,851.8,15.6,1.619331608,402021031,0.795496725,23.8,0.816971017,"Elizabeth East",24.41
1.812808908,407.4,2.536169978,0.960258305,1.167448282,33.0,0.27,603.8,25.5,2.646984359,402021030,0.56388932,33.2,0.644527483,"Elizabeth",25.69
1.50518073,537.6,1.558369504,1.03138855,1.078833095,27.4,0.29,934.6,15.9,1.6504726,402041043,0.872823714,20.4,0.850510494,"Parafield Gardens",23.74
1.944649556,490.8,2.398666786,0.995823427,1.044295894,35.4,0.28,840.4,18.8,1.951502194,402021029,0.784850256,31.4,0.776470518,"Davoren Park",22.98
1.461233847,651.4,1.390310048,0.924693183,0.907964837,26.6,0.26,1184.8,8.8,0.913469112,402021028,1.106485701,18.2,1.030547871,"Craigmore - Blakeview",19.98
1.373340082,645.6,1.008356738,0.960258305,1.049294699,25.0,0.27,1157.2,10.6,1.100315067,402011027,1.080710038,13.2,1.021371977,"Lewiston - Two Wells",23.09
1.296433038,592.4,1.329197519,1.066953672,1.024300672,23.6,0.3,929.6,11.2,1.162597052,402011026,0.86815421,17.4,0.937206876,"Gawler - South",22.54
1.208539272,689.6,1.069469268,0.995823427,1.002033266,22.0,0.28,1234.6,8.4,0.871947789,402011025,1.152993962,14.0,1.090982211,"Gawler - North",22.05
0.813017329,778.6,0.809741017,1.209214162,1.144726439,14.8,0.34,1261.8,7.7,0.799285473,401071024,1.178396065,10.6,1.231784729,"Unley - Parkside",25.19
0.845977491,793.8,0.886131679,1.209214162,1.136092139,15.4,0.34,1276.2,7.3,0.75776415,401071023,1.191844236,11.6,1.255831901,"Goodwood - Millswood",25.0
0.813017329,778.6,0.886131679,1.315909529,1.25288241,14.8,0.37,1279.8,8.8,0.913469112,401061022,1.195206279,11.6,1.231784729,"Walkerville",27.57
0.900911094,735.4,1.038913003,1.280344407,1.190624561,16.4,0.36,1189.6,9.2,0.954990435,401051019,1.110968425,13.6,1.163440136,"St Peters - Marden",26.2
0.966831418,724.6,1.008356738,1.138083917,1.145180876,17.6,0.32,1239.6,8.6,0.892708451,401061021,1.157663466,13.2,1.146353988,"Prospect",25.2
1.17557911,587.0,1.191694327,1.066953672,1.076106474,21.4,0.3,921.6,11.0,1.14183639,401041015,0.860683003,15.6,0.928663802,"Paradise - Newton",23.68
0.736110284,762.8,0.779184752,1.280344407,1.177900329,13.4,0.36,1216.6,8.4,0.871947789,401031013,1.136183747,10.2,1.206788327,"Toorak Gardens",25.92
0.681176681,847.8,0.565290899,1.244779284,1.186989066,12.4,0.35,1436.6,7.1,0.737003488,401031012,1.341641929,7.4,1.341262642,"Glenside - Beaumont",26.12
0.966831418,708.8,0.840297282,1.066953672,0.975221492,17.6,0.3,1223.4,8.3,0.861567458,401041014,1.142534273,11.0,1.121357585,"Athelstone",21.46
0.758083725,776.0,0.672237825,1.209214162,1.130638896,13.8,0.34,1307.2,7.0,0.726623157,401031011,1.220795162,8.8,1.227671397,"Burnside - Wattle Park",24.88
1.076698624,681.8,0.916687944,1.102518795,1.049749136,19.6,0.31,1151.4,9.3,0.965370766,401021006,1.075293413,12.0,1.078642215,"Lobethal - Woodside",23.1
